500,198,104,105,122,131,138,259,69,121,137,29,135,155,52,132,135,

500,114,104,105,122,132,131,137,143,123,137,180,135,201,52,132,135,

1000,114,104,105,122,132,131,137,143,123,137,180,135,115,52,132,135,

