1000,114,104,105,122,132,131,137,143,123,137,180,118,16,52,106,135,

500,114,104,105,122,132,131,132,143,123,137,180,118,101,101,106,135,

1000,114,104,105,138,132,131,137,143,123,137,180,118,109,101,63,135,

500,114,104,105,122,132,131,137,143,123,137,180,118,109,101,204,135,

100,114,104,105,122,132,131,137,143,123,137,180,118,16,52,106,135,

